TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
e_e007835,E02,e007835,21;22;26;4;6,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,21;22;26;4;6,4;21;22
e_e007836,E03,e007836,4,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 외 거주/40세 이상/자녀동반/일반미션,4,1;4;21
e_e007837,E01,e007837,11;3;4;6,2023-08-19,2023-08-20,,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,11;3;4;6,6;4;3
e_e007838,E01,e007838,1;22;24;6,2023-08-28,2023-08-29,,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;22;24;6,6;22;3
e_e007839,E01,e007839,4;7;27;1,2023-08-19,2023-08-20,,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,4;7;27;1,21;4;24
e_e007845,E03,e007845,1;28;3,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;28;3,3;6;26
e_e007847,E03,e007847,2;4;5,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;4;5,2;24;5
e_e007848,E02,e007848,12;2;22;4,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;2;22;4,4;1;22
e_e007850,E03,e007850,2;21;22;6,2023-08-19,2023-08-20,,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;21;22;6,2;6;22
e_e007851,E03,e007851,12;2;3;6,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;2;3;6,11;22;21
e_e007852,E03,e007852,2;4;9;22;26;27;6,2023-08-29,2023-08-30,,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;4;9;22;26;27;6,22;27;1
e_e007853,E01,e007853,6;4,2023-08-19,2023-08-20,,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,6;4,1;6;24
e_e007856,E03,e007856,9;21;24;2,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,9;21;24;2,1;11;22
e_e007858,E03,e007858,24;3;5,2023-08-27,2023-08-28,,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,24;3;5,5;22;21
e_e007860,E01,e007860,21;6,2023-08-20,2023-08-21,,서울 방문/수도권 거주/40세 이상/부부/일반미션,21;6,1;6;21
e_e007861,E03,e007861,11;4,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;4,9;11;4
e_e007862,E02,e007862,2;4;6,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;4;6,3;4;6
e_e007863,E03,e007863,1;22;4,2023-08-23,2023-08-24,,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;22;4,1;4;21
e_e007866,E01,e007866,1;4,2023-08-26,2023-08-27,,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4,1;2;5
e_e007867,E03,e007867,21;6,2023-08-26,2023-08-27,,경기 방문/거주지 구분 없음/40세 이상/특별미션,21;6,21;4;24
e_e007868,E03,e007868,1;27;28,2023-08-20,2023-08-21,,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;27;28,5;28;27
e_e007869,E03,e007869,2;6,2023-08-29,2023-08-30,,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,2;6,6;21;26
e_e007870,E03,e007870,22;7,2023-08-25,2023-08-26,,경기 방문/거주지 구분 없음/40세 이상/특별미션,22;7,22;13;1
e_e007871,E01,e007871,3;4;11;22;4,2023-08-27,2023-08-28,,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,3;4;11;22;4,3;4;22
e_e007872,E01,e007872,11;4;6,2023-08-20,2023-08-21,,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,11;4;6,11;22;3
e_e007875,E01,e007875,4;6,2023-08-19,2023-08-20,,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,4;6,6;1;4
e_e007876,E03,e007876,21;22;26;5,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/40세 이상/3대 동반 여행/일반미션,21;22;26;5,21;24;22
e_e007878,E03,e007878,2;3,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;3,2;7;1
e_e007879,E01,e007879,4,2023-08-26,2023-08-27,,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,4,1;7;11
e_e007882,E03,e007882,5;6,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,5;6,5;6;24
e_e007883,E03,e007883,2;24;6,2023-08-31,2023-09-01,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;24;6,6;24;1
e_e007885,E03,e007885,2;22;3;6,2023-08-20,2023-08-21,,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;22;3;6,11;6;22
e_e007886,E01,e007886,25;2,2023-08-26,2023-08-27,,서울 방문/수도권 거주/40세 이상/커플/일반미션,25;2,25;24;2
e_e007890,E03,e007890,22;4,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,22;4,22;24;26
e_e007895,E03,e007895,22;5,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;5,2;22;10
e_e007914,E03,e007914,11;21;27;3;6,2023-08-27,2023-08-28,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,11;21;27;3;6,3;6;12
e_e007925,E03,e007925,13;22;24;26;3,2023-08-21,2023-08-22,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,13;22;24;26;3,13;3;24
e_e007937,E03,e007937,2;22,2023-08-24,2023-08-25,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22,2;1;9
e_e007971,E03,e007971,5,2023-08-20,2023-08-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,5,5;22;23
e_e007976,E03,e007976,1;4;6;26;22;9,2023-08-24,2023-08-25,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,1;4;6;26;22;9,6;1;4
e_e007977,E03,e007977,21,2023-08-25,2023-08-26,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,21,21;2;24
e_e007979,E03,e007979,1;22;24;26,2023-08-20,2023-08-21,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;22;24;26,22;26;1
e_e007981,E03,e007981,1;22;24;26;7,2023-08-20,2023-08-21,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;22;24;26;7,22;24;26
e_e007995,E03,e007995,4,2023-08-21,2023-08-22,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,4,4;3;24
e_e008006,E02,e008006,22;24;6,2023-08-21,2023-08-22,대중교통 등,인천 방문/거주지 구분 없음/39세 이하/특별미션,22;24;6,22;24;26
e_e008007,E03,e008007,12;6;22;27;1;26,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;6;22;27;1;26,1;6;27
e_e008027,E02,e008027,1;22;4,2023-08-20,2023-08-21,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;22;4,2;4;22
e_e008030,E01,e008030,1;22;26;4;6,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;22;26;4;6,1;5;13
e_e008053,E01,e008053,1;2;21;22;4,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;2;21;22;4,2;22;4
e_e008056,E03,e008056,1;10;2;22;6,2023-08-22,2023-08-23,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;10;2;22;6,10;5;22
e_e008057,E01,e008057,1;6;22,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;6;22,6;1;22
e_e008069,E03,e008069,5;22;26;21,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,5;22;26;21,5;22;26
e_e008076,E03,e008076,1;26;4;6;9,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;26;4;6;9,22;26;5
e_e008079,E01,e008079,2;4;6,2023-08-26,2023-08-27,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;4;6,3;6;4
e_e008089,E03,e008089,3;8;9,2023-08-22,2023-08-23,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,3;8;9,3;21;6
e_e008098,E03,e008098,1;2;4;5;6;7;9;8;10;12;11;21;22;23;24;26;27;28,2023-08-22,2023-08-23,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;4;5;6;7;9;8;10;12;11;21;22;23;24;26;27;28,1;6;4
e_e008113,E03,e008113,1;21;22;26;27,2023-08-20,2023-08-21,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,1;21;22;26;27,6;21;1
e_e008119,E03,e008119,1;11;2;21;6,2023-08-19,2023-08-20,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;11;2;21;6,1;2;6
e_e008124,E03,e008124,1;22;4;5;6,2023-09-02,2023-09-03,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;4;5;6,6;1;22
e_e008129,E03,e008129,10;2;23;5;7,2023-08-20,2023-08-21,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,10;2;23;5;7,5;2;10
e_e008133,E03,e008133,1;4;5,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,1;4;5,1;4;5
e_e008165,E01,e008165,1;11;22;26;9,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;11;22;26;9,2;11;26
e_e008170,E01,e008170,1;11;24;6;9,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,1;11;24;6;9,1;4;26
e_e008174,E03,e008174,22,2023-08-22,2023-08-23,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,22,27;24;26
e_e008178,E03,e008178,1;2;22;26,2023-08-22,2023-08-23,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26,2;1;22
e_e008181,E01,e008181,1;12;2;3;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;12;2;3;6,6;26;4
e_e008195,E03,e008195,2;22;24;22;26;5;22;4;4;1;22,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;24;22;26;5;22;4;4;1;22,6;26;2
e_e008201,E03,e008201,1;22;24;26;3,2023-08-20,2023-08-21,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;24;26;3,1;22;26
e_e008211,E02,e008211,22;25,2023-08-21,2023-08-22,자가용,인천 방문/거주지 구분 없음/39세 이하/특별미션,22;25,25;22;2
e_e008214,E03,e008214,2;22;4;21;1;26,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;4;21;1;26,2;22;10
e_e008218,E03,e008218,1;10;8,2023-08-29,2023-08-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;10;8,1;4;2
e_e008231,E02,e008231,1;2;6,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;6,6;5;1
e_e008243,E01,e008243,1;24;6,2023-08-25,2023-08-26,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;24;6,1;6;24
e_e008245,E01,e008245,1;2;22;4;6,2023-08-30,2023-08-31,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;4;6,2;1;4
e_e008247,E01,e008247,22;6,2023-08-27,2023-08-28,자가용,서울 방문/수도권 거주/39세 이하/부모 동반/일반미션,22;6,6;22;21
e_e008250,E03,e008250,21,2023-08-21,2023-08-22,대중교통 등,경기 방문/거주지 구분 없음/40세 이상/특별미션,21,21;3;24
e_e008258,E01,e008258,1;21;22;4;6,2023-08-22,2023-08-23,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,1;21;22;4;6,6;22;26
e_e008283,E03,e008283,1;3;5;6,2023-08-20,2023-08-21,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,1;3;5;6,1;3;4
e_e008286,E01,e008286,22;26;6,2023-08-31,2023-09-01,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;26;6,6;22;26
e_e008290,E03,e008290,6;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,6;9,9;6;8
e_e008291,E03,e008291,10;2,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,10;2,1;10;21
e_e008292,E02,e008292,5;27,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,5;27,5;27;26
e_e008293,E03,e008293,2;3;4;5;6,2023-08-20,2023-08-21,,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;3;4;5;6,3;11;26
e_e008294,E01,e008294,2;21;22;6,2023-08-18,2023-08-19,,서울 방문/수도권 거주/39세 이하/커플/일반미션,2;21;22;6,1;22;21
e_e008295,E01,e008295,1;22;6,2023-08-31,2023-09-01,,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;22;6,6;22;1
e_e008296,E03,e008296,6,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,6,1;21;2
e_e008297,E01,e008297,1;22,2023-08-26,2023-08-27,,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22,1;22;4
e_e008298,E03,e008298,1;4,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;4,4;27;1
e_e008299,E02,e008299,11;2;4;6,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,11;2;4;6,2;6;24
e_e008300,E03,e008300,2;4,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;4,10;2;5
e_e008301,E03,e008301,21;24;4,2023-08-26,2023-08-27,,경기 방문/거주지 구분 없음/39세 이하/특별미션,21;24;4,5;21;24
e_e008302,E03,e008302,4;22;2,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;22;2,6;22;12
e_e008303,E01,e008303,6,2023-08-27,2023-08-28,,서울 방문/수도권 거주/40세 이상/부부/일반미션,6,21;26;1
e_e008304,E03,e008304,4;6,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,4;6,6;11;24
e_e008305,E02,e008305,1;21;22;24,2023-08-25,2023-08-26,,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;21;22;24,3;21;24
e_e008307,E03,e008307,3;5;8,2023-08-23,2023-08-24,,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,3;5;8,21;22;7
e_e008309,E03,e008309,3,2023-08-24,2023-08-25,,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,3,3;24;26
e_e008310,E03,e008310,12;22;24;3;4,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,12;22;24;3;4,3;13;24
e_e008311,E03,e008311,2;21;22;25;7,2023-08-19,2023-08-20,,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,2;21;22;25;7,21;22;5
e_e008312,E03,e008312,21;22;26;28;7,2023-08-28,2023-08-29,,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,21;22;26;28;7,21;22;24
e_e008313,E03,e008313,21;6,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,21;6,3;2;21
e_e008319,E03,e008319,11;2;26;4,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;2;26;4,11;24;6
e_e008320,E03,e008320,6;1,2023-08-25,2023-08-26,,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,6;1,6;4;1
e_e008321,E03,e008321,27;4,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,27;4,27;2;1
e_e008322,E01,e008322,11;24;27;4,2023-08-27,2023-08-28,,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;24;27;4,2;9;11
e_e008323,E03,e008323,2;22;25;5;8,2023-08-27,2023-08-28,,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22;25;5;8,25;5;22
e_e008324,E03,e008324,2;22;26;4,2023-08-21,2023-08-22,,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,2;22;26;4,2;1;6
e_e008326,E01,e008326,21;22;26;23,2023-08-20,2023-08-21,,서울 방문/거주지 구분 없음/40세 이상/특별미션,21;22;26;23,22;23;21
e_e008328,E03,e008328,2;4;6,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;4;6,6;11;1
e_e008329,E03,e008329,22;25;6,2023-08-30,2023-08-31,,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,22;25;6,22;25;26
e_e008330,E01,e008330,22;26;4;6;9,2023-08-26,2023-08-27,,서울 방문/수도권 외 거주/40세 이상/나홀로 여행/일반미션,22;26;4;6;9,1;26;24
e_e008332,E03,e008332,2;22;4;5,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2;22;4;5,2;11;22
e_e008333,E03,e008333,11;4;6,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,11;4;6,6;9;11
e_e008334,E01,e008334,3;13;21;22;27;1,2023-08-21,2023-08-22,,서울 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,3;13;21;22;27;1,1;22;21
e_e008338,E03,e008338,24;3,2023-08-24,2023-08-25,,서울 외 수도권 방문/수도권 거주/40세 이상/3인 이상 친구/일반미션,24;3,24;4;22
e_e008341,E03,e008341,2;21;22;4,2023-08-25,2023-08-26,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;21;22;4,22;21;1
e_e008342,E02,e008342,2;21,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;21,21;10;5
e_e008344,E03,e008344,2;21;22,2023-08-25,2023-08-26,,경기 방문/거주지 구분 없음/40세 이상/특별미션,2;21;22,21;22;24
e_e008346,E03,e008346,2;22;4,2023-08-19,2023-08-20,,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22;4,2;12;21
e_e008347,E03,e008347,2;3,2023-08-26,2023-08-27,,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;3,1;3;24
e_e008348,E03,e008348,21;22;26;3;5,2023-08-20,2023-08-21,,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,21;22;26;3;5,22;21;5
e_e008354,E01,e008354,2;22;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;22;6,6;22;24
e_e008355,E03,e008355,22;2;4;21,2023-08-31,2023-09-01,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;2;4;21,21;2;24
e_e008364,E03,e008364,1;21;22;4;6,2023-08-22,2023-08-23,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;22;4;6,4;6;1
e_e008369,E03,e008369,1;12;2;22,2023-08-23,2023-08-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;12;2;22,2;22;1
e_e008390,E03,e008390,1;6;11;22;12;26;27,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;6;11;22;12;26;27,1;3;27
e_e008404,E01,e008404,6;1;26;22,2023-08-22,2023-08-23,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,6;1;26;22,6;1;22
e_e008407,E01,e008407,1;11;6;9,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,1;11;6;9,6;9;1
e_e008414,E01,e008414,1;1;1;22;22,2023-08-29,2023-08-30,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;1;1;22;22,1;22;4
e_e008478,E03,e008478,1;26;4;6;7,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;26;4;6;7,26;6;1
e_e008483,E01,e008483,2;22;6;1,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,2;22;6;1,6;22;26
e_e008489,E03,e008489,2;6;22;23;27;24;26,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;6;22;23;27;24;26,6;22;26
e_e008506,E01,e008506,1;22;23;4;6,2023-08-22,2023-08-23,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;22;23;4;6,4;22;23
e_e008508,E01,e008508,22;6,2023-08-22,2023-08-23,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,22;6,2;1;22
e_e008510,E01,e008510,6,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,6,6;4;21
e_e008514,E03,e008514,1;2;22;26;6,2023-08-22,2023-08-23,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26;6,1;22;26
e_e008520,E01,e008520,1;2;3;4;6,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/40세 이상/커플/일반미션,1;2;3;4;6,6;28;4
e_e008528,E03,e008528,22;24;26;4;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;24;26;4;6,6;1;22
e_e008530,E03,e008530,12;13;24;3;6,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,12;13;24;3;6,22;24;12
e_e008534,E03,e008534,2;21;22;26;6,2023-08-22,2023-08-23,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,2;21;22;26;6,1;6;2
e_e008545,E01,e008545,1;4;22;6;9;21;24,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;4;22;6;9;21;24,1;6;22
e_e008547,E02,e008547,21;22;24;26;6,2023-08-25,2023-08-26,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,21;22;24;26;6,3;6;24
e_e008560,E03,e008560,1;2;3;4;6,2023-08-27,2023-08-28,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;2;3;4;6,1;3;22
e_e008562,E02,e008562,4;9;6;1;24;22,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;9;6;1;24;22,4;1;27
e_e008565,E03,e008565,21;22;24;4,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;22;24;4,22;24;5
e_e008577,E01,e008577,2;22;4,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 외 거주/39세 이하/부부/일반미션,2;22;4,5;22;2
e_e008583,E03,e008583,22;24;26,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,22;24;26,22;24;26
e_e008606,E03,e008606,1;22;27;6;9,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;27;6;9,9;11;1
e_e008648,E03,e008648,1;22;4,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;22;4,1;22;21
e_e008650,E03,e008650,1;22;24;26;3,2023-09-03,2023-09-04,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;22;24;26;3,2;22;3
e_e008656,E01,e008656,1;12;3,2023-09-08,2023-09-09,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;12;3,3;6;1
e_e008658,E02,e008658,1;4,2023-09-02,2023-09-03,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;4,1;4;6
e_e008664,E03,e008664,1;21;22;26;3,2023-08-25,2023-08-26,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;21;22;26;3,6;11;21
e_e008666,E01,e008666,1;11;22;6;9,2023-08-24,2023-08-25,대중교통 등,서울 방문/거주지 구분 없음/40세 이상/특별미션,1;11;22;6;9,1;6;11
e_e008672,E03,e008672,21;22;23;27;5,2023-08-23,2023-08-24,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;22;23;27;5,2;27;22
e_e008677,E03,e008677,22;26,2023-08-24,2023-08-25,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;26,22;26;24
e_e008686,E03,e008686,22;26;24,2023-09-10,2023-09-11,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,22;26;24,22;26;24
e_e008695,E01,e008695,2;1;26;6,2023-08-28,2023-08-29,대중교통 등,서울 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,2;1;26;6,1;2;6
e_e008711,E03,e008711,1;2;4;6;9,2023-08-29,2023-08-30,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;4;6;9,2;22;4
e_e008722,E03,e008722,1;2;22;3;7,2023-08-31,2023-09-01,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;2;22;3;7,3;2;4
e_e008723,E03,e008723,21;22;25;26;8,2023-09-03,2023-09-04,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부모 동반/일반미션,21;22;25;26;8,10;21;22
e_e008735,E01,e008735,1;11;21;22,2023-09-02,2023-09-03,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;11;21;22,1;11;22
e_e008736,E03,e008736,22;4;3,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,22;4;3,3;22;4
e_e008740,E03,e008740,10;5;22,2023-09-01,2023-09-02,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,10;5;22,10;22;4
e_e008746,E01,e008746,1;2;22;26;6,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;26;6,12;22;21
