TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
e_e008771,E01,e008771,1;13;3;4;6,2023-08-25,2023-08-26,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;13;3;4;6,6;4;9
e_e008785,E03,e008785,1;25;5,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;25;5,1;25;22
e_e008790,E01,e008790,1;2;22;4,2023-08-26,2023-08-27,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;4,2;1;4
e_e008798,E01,e008798,1;11;22;6;9,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;11;22;6;9,6;22;1
e_e008803,E02,e008803,21;22;26;3,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;22;26;3,3;21;22
e_e008809,E01,e008809,26;6,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,26;6,6;26;22
e_e008810,E03,e008810,12;22;26;3;4,2023-08-24,2023-08-25,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,12;22;26;3;4,22;4;26
e_e008881,E03,e008881,1;2;3;4;6,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/자녀동반/일반미션,1;2;3;4;6,2;1;11
e_e008897,E03,e008897,24,2023-08-25,2023-08-26,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,24,2;6;24
e_e008908,E03,e008908,22;24;26;6;7,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;24;26;6;7,6;26;22
e_e008911,E01,e008911,1;4;5,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;4;5,4;5;7
e_e008918,E01,e008918,1;6,2023-08-22,2023-08-23,자가용,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;6,6;1;4
e_e008954,E01,e008954,22;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,22;6,6;1;4
e_e008957,E01,e008957,1;11;24;4;6,2023-08-26,2023-08-27,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;11;24;4;6,6;9;1
e_e008970,E03,e008970,2;1;3;4;22;26,2023-08-25,2023-08-26,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;1;3;4;22;26,3;2;22
e_e008982,E03,e008982,10;2;5,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,10;2;5,5;2;4
e_e008999,E01,e008999,21;22;4;6,2023-08-26,2023-08-27,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,21;22;4;6,6;9;1
e_e009006,E02,e009006,1;2;22;24;6,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;24;6,3;2;22
e_e009043,E03,e009043,1;10;2;22,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;10;2;22,2;22;1
e_e009055,E03,e009055,1;2;21;22,2023-08-23,2023-08-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;21;22,2;22;21
e_e009056,E03,e009056,2;22;5,2023-08-28,2023-08-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;5,2;5;22
e_e009078,E01,e009078,1;2;27;6,2023-08-25,2023-08-26,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;27;6,6;4;1
e_e009081,E01,e009081,4;6;22;26;4;6;22;26,2023-08-25,2023-08-26,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,4;6;22;26;4;6;22;26,6;26;4
e_e009102,E03,e009102,1;3;4;7,2023-08-24,2023-08-25,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;3;4;7,1;7;26
e_e009106,E03,e009106,1;10;21;4;5,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,1;10;21;4;5,5;27;4
e_e009112,E01,e009112,1;21;22;3;6,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;21;22;3;6,6;22;27
e_e009122,E03,e009122,12;22;24;6,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,12;22;24;6,24;12;22
e_e009147,E01,e009147,1;22;4;6;9,2023-08-28,2023-08-29,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;4;6;9,1;22;4
e_e009156,E02,e009156,1;13;23;6;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;13;23;6;9,1;9;25
e_e009168,E03,e009168,10;2;22;5,2023-08-24,2023-08-25,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,10;2;22;5,2;5;10
e_e009180,E03,e009180,1;4,2023-08-25,2023-08-26,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4,5;24;1
e_e009181,E02,e009181,22;26;6,2023-08-22,2023-08-23,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;26;6,26;22;6
e_e009186,E02,e009186,1;21;22;26;4,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,1;21;22;26;4,1;26;22
e_e009194,E03,e009194,4;22;26;1;6;12,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,4;22;26;1;6;12,4;1;12
e_e009224,E02,e009224,21;22;28,2023-08-22,2023-08-23,대중교통 등,인천 방문/거주지 구분 없음/39세 이하/특별미션,21;22;28,1;28;4
e_e009260,E01,e009260,11;22;5;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,11;22;5;6,9;5;22
e_e009279,E03,e009279,1;22;24;27;4,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;22;24;27;4,25;22;1
e_e009305,E03,e009305,1;22;6,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;6,6;11;1
e_e009339,E01,e009339,13;22;24;3,2023-08-26,2023-08-27,자가용,서울 방문/수도권 거주/40세 이상/커플/일반미션,13;22;24;3,3;13;6
e_e009343,E01,e009343,1;2;22;4;6,2023-08-27,2023-08-28,자가용,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;4;6,6;22;26
e_e009361,E01,e009361,1;24;3;4;6,2023-08-29,2023-08-30,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;24;3;4;6,3;22;6
e_e009366,E03,e009366,2;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,2;6,2;6;9
e_e009374,E01,e009374,6;7;1,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,6;7;1,1;6;7
e_e009380,E03,e009380,1;22;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;6,22;6;1
e_e009382,E03,e009382,3;22,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,3;22,3;6;22
e_e009397,E03,e009397,21;22;24;3;6,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,21;22;24;3;6,24;3;1
e_e009412,E01,e009412,1;4,2023-08-22,2023-08-23,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;4,4;1;2
e_e009419,E03,e009419,3,2023-08-24,2023-08-25,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,3,3;22;12
e_e009457,E01,e009457,26;4;1;22;24;27;21,2023-08-26,2023-08-27,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,26;4;1;22;24;27;21,22;1;4
e_e009465,E01,e009465,6,2023-08-23,2023-08-24,자가용,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,6,1;6;4
e_e009496,E01,e009496,1;2;3;4;5,2023-08-23,2023-08-24,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;3;4;5,1;22;26
e_e009504,E01,e009504,1;11;22;26;6,2023-08-27,2023-08-28,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;11;22;26;6,11;6;1
e_e009505,E03,e009505,10;21;22;24,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,10;21;22;24,10;21;22
e_e009513,E03,e009513,1;2;22;24;6,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;2;22;24;6,2;1;22
e_e009517,E01,e009517,1;22;23;9,2023-08-25,2023-08-26,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;22;23;9,1;4;22
e_e009536,E01,e009536,1;22;6,2023-09-01,2023-09-02,자가용,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;22;6,6;26;4
e_e009539,E01,e009539,2;22;26,2023-08-27,2023-08-28,자가용,서울 방문/수도권 거주/39세 이하/자녀동반/일반미션,2;22;26,2;26;22
e_e009550,E03,e009550,2;22;7;6;9;12;26;4;1;21,2023-08-28,2023-08-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2;22;7;6;9;12;26;4;1;21,1;12;22
e_e009556,E03,e009556,1;21;3,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;21;3,21;3;1
e_e009566,E01,e009566,1;22;2,2023-08-26,2023-08-27,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;22;2,22;2;1
e_e009567,E03,e009567,1;22;24;26;4,2023-08-23,2023-08-24,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;22;24;26;4,3;1;22
e_e009572,E03,e009572,1;22;26;4,2023-08-28,2023-08-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;26;4,4;26;1
e_e009575,E03,e009575,1;4;26;22;6;9,2023-08-26,2023-08-27,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;4;26;22;6;9,6;22;26
e_e009590,E03,e009590,1;13;2;26,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,1;13;2;26,2;1;13
e_e009592,E03,e009592,1;22;24;21;26;27,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;22;24;21;26;27,1;22;27
e_e009593,E03,e009593,1;22;2;3;4;10;7;24;21;13;12;6,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;2;3;4;10;7;24;21;13;12;6,3;21;5
e_e009601,E03,e009601,1;10;2;21;22,2023-08-23,2023-08-24,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;10;2;21;22,2;22;10
e_e009622,E02,e009622,2;22;24,2023-08-30,2023-08-31,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;24,1;2;4
e_e009627,E03,e009627,1;22;24;3;4,2023-08-28,2023-08-29,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;22;24;3;4,3;22;24
e_e009629,E01,e009629,1;3;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/40세 이상/자녀동반/일반미션,1;3;6,3;6;1
e_e009632,E03,e009632,1;24;27;6;2;26;27;28,2023-08-23,2023-08-24,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;24;27;6;2;26;27;28,1;4;24
e_e009634,E03,e009634,2;22;3;4;6,2023-08-31,2023-09-01,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;22;3;4;6,3;1;24
e_e009636,E03,e009636,2,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/자녀동반/일반미션,2,2;9;11
e_e009655,E03,e009655,6,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,6,6;1;11
e_e009660,E03,e009660,22;3;5;6;9,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/40세 이상/특별미션,22;3;5;6;9,5;11;2
e_e009675,E02,e009675,1;2;4;6;7,2023-09-09,2023-09-10,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;4;6;7,1;6;4
e_e009684,E01,e009684,22;4;6;7,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;4;6;7,6;22;7
e_e009686,E01,e009686,1;4;7,2023-08-26,2023-08-27,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;4;7,1;6;4
e_e009694,E01,e009694,22;6,2023-08-29,2023-08-30,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,22;6,22;6;1
e_e009695,E03,e009695,22;6,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,22;6,6;22;1
e_e009700,E03,e009700,1;2;22;5,2023-08-23,2023-08-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;5,22;4;5
e_e009702,E03,e009702,1;2;22;26;4,2023-08-29,2023-08-30,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;2;22;26;4,22;4;1
e_e009738,E01,e009738,1;6,2023-09-11,2023-09-12,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;6,1;6;2
e_e009740,E03,e009740,1;2;4;5;7;24;21;22;23;26;11,2023-08-30,2023-08-31,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;4;5;7;24;21;22;23;26;11,2;1;6
e_e009752,E03,e009752,2;22;25;3;7,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,2;22;25;3;7,25;1;2
e_e009757,E01,e009757,13;22;24;28;4,2023-09-01,2023-09-02,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,13;22;24;28;4,3;28;24
e_e009762,E03,e009762,1;3,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/나홀로 여행/일반미션,1;3,1;22;6
e_e009770,E03,e009770,1;22;26;4,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;22;26;4,1;26;24
e_e009771,E01,e009771,3;6,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,3;6,6;3;1
e_e009772,E01,e009772,1;22;28,2023-08-22,2023-08-23,자가용,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;22;28,22;28;3
e_e009800,E01,e009800,1;2;22;24;3,2023-08-27,2023-08-28,대중교통 등,서울 방문/거주지 구분 없음/39세 이하/특별미션,1;2;22;24;3,3;6;1
e_e009806,E02,e009806,21;22;24;26;4,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,21;22;24;26;4,26;24;6
e_e009814,E01,e009814,1;2;22;24;6,2023-08-25,2023-08-26,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;24;6,1;2;22
e_e009836,E03,e009836,1;13;22;26;4,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;13;22;26;4,13;11;3
e_e009841,E01,e009841,22;11;1,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,22;11;1,6;24;1
e_e009845,E01,e009845,22;27;4;5,2023-08-23,2023-08-24,대중교통 등,서울 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,22;27;4;5,6;22;27
e_e009857,E01,e009857,1;22;6;7,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/커플/일반미션,1;22;6;7,6;3;1
e_e009858,E02,e009858,21;22;3;4;5,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,21;22;3;4;5,4;2;22
e_e009876,E03,e009876,27,2023-08-24,2023-08-25,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,27,1;22;27
e_e009895,E03,e009895,2;27;5;8;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,2;27;5;8;9,1;4;26
e_e009909,E03,e009909,1;4;3;12;9;22;24;26,2023-08-26,2023-08-27,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;4;3;12;9;22;24;26,4;6;12
e_e009910,E03,e009910,21;22;3,2023-09-02,2023-09-03,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/부부/일반미션,21;22;3,6;13;24
e_e009925,E01,e009925,1;26;4;5;6,2023-08-24,2023-08-25,대중교통 등,서울 방문/수도권 거주/39세 이하/나홀로 여행/일반미션,1;26;4;5;6,1;4;6
e_e009940,E03,e009940,27;3;4;6;8,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,27;3;4;6;8,3;21;22
e_e009943,E03,e009943,2;22,2023-08-26,2023-08-27,대중교통 등,경기 방문/거주지 구분 없음/39세 이하/특별미션,2;22,2;22;5
e_e009951,E03,e009951,1;3;6;12,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/나홀로 여행/일반미션,1;3;6;12,6;1;3
e_e009957,E03,e009957,2,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,2,1;2;22
e_e009968,E02,e009968,1;4;2;22;24,2023-09-01,2023-09-02,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4;2;22;24,1;4;24
e_e010014,E01,e010014,1;21;22;4;6,2023-08-30,2023-08-31,대중교통 등,서울 방문/수도권 거주/39세 이하/부부/일반미션,1;21;22;4;6,1;4;26
e_e010017,E03,e010017,1;22;26;4;9,2023-08-27,2023-08-28,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/커플/일반미션,1;22;26;4;9,6;22;1
e_e010028,E02,e010028,1;4;7;9,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;4;7;9,9;4;7
e_e010037,E03,e010037,2,2023-08-23,2023-08-24,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/3인 이상 친구/일반미션,2,2;10;5
e_e010043,E03,e010043,10;2;22;5;7,2023-08-31,2023-09-01,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,10;2;22;5;7,2;5;22
e_e010049,E03,e010049,24;9;3;4;11;22,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,24;9;3;4;11;22,3;22;24
e_e010055,E02,e010055,1;2;22;4;6,2023-08-26,2023-08-27,자가용,서울 외 수도권 방문/수도권 외 거주/39세 이하/3인 이상 친구/일반미션,1;2;22;4;6,1;2;24
e_e010064,E01,e010064,1;22;4;6,2023-08-28,2023-08-29,대중교통 등,서울 방문/수도권 외 거주/39세 이하/커플/일반미션,1;22;4;6,4;6;1
e_e010076,E03,e010076,2;21;22;1;27,2023-08-24,2023-08-25,자가용,서울 외 수도권 방문/수도권 거주/40세 이상/커플/일반미션,2;21;22;1;27,22;27;24
e_e010097,E03,e010097,12;2;24,2023-08-25,2023-08-26,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/부부/일반미션,12;2;24,2;6;8
e_e010106,E03,e010106,1;2;22;4;5,2023-08-30,2023-08-31,자가용,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,1;2;22;4;5,22;2;5
e_e010125,E03,e010125,11;2;6,2023-08-23,2023-08-24,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,11;2;6,2;5;11
e_e010129,E03,e010129,22;3,2023-08-26,2023-08-27,대중교통 등,서울 외 수도권 방문/수도권 거주/39세 이하/커플/일반미션,22;3,3;22;1
e_e010150,E03,e010150,1;21;22;24;6,2023-08-25,2023-08-26,자가용,경기 방문/거주지 구분 없음/39세 이하/특별미션,1;21;22;24;6,6;1;22
